text,word_count,focus_word,predictability,field,category
"To resolve these issues and advance population health science in the era of molecular precision medicine, ""molecular pathology"" and ""epidemiology"" was integrated to create a new interdisciplinary field of ""molecular pathological epidemiology"" (MPE), defined as ""epidemiology of molecular pathology and heterogeneity of disease"".",43,epidemiology,1.25,medicine,very_long
"Modern pharmacologists use techniques from genetics, molecular biology, biochemistry, and other advanced tools to transform information about molecular mechanisms and targets into therapies directed against disease, defects or pathogens, and create methods for preventive care, diagnostics, and ultimately personalized medicine.",40,disease,0.8,medicine,very_long
The system that carries this potential is called the electrical conduction system.,12,electrical,0.9,medicine,short
"This area specializes in the cardiac management in those with cancer and, in particular, those with plans for chemotherapy or whom have experienced cardiac complications of chemotherapy.",27,chemotherapy,1.25,medicine,medium
"For drugs that are not expected to have a strong effect (meaning a large number of patients must be recruited to observe 'any' effect), recruiting enough patients to test the drug's effectiveness (i.e., getting statistical power) can take several years.",40,patients,1.15,medicine,very_long
"Later, on 9 August 1867, he read a paper before the British Medical Association in Dublin, on the Antiseptic Principle of the Practice of Surgery, which was reprinted in the British Medical Journal.",33,surgery,0.8,medicine,long
"Modern neuroscience The scientific study of the nervous system increased significantly during the second half of the twentieth century, principally due to advances in molecular biology, electrophysiology, and computational neuroscience.",30,neuroscience,0.9,medicine,long
"From the first to fourth centuries A.D., Greek philosophers and physicians Celsus, Soranus of Ephesus, Aretaeus, Galen, and Oribasius, also discussed specific illnesses affecting children in their works, such as rashes, epilepsy, and meningitis.",34,children,0.7,medicine,long
Electrophysiologists work closely with other cardiologists and cardiac surgeons to assist or guide therapy for heart rhythm disturbances (arrhythmias).,19,heart,1.25,medicine,short
"He believed that the brain was not only involved with sensation—since most specialized organs (e.g., eyes, ears, tongue) are located in the head near the brain—but was also the seat of intelligence.",32,brain,1.35,medicine,long
The mechanical part is ultimately the purpose of the heart and many of the disorders of the heart disrupt the ability to move blood.,24,heart,0.9,medicine,medium
A heart rate that is too fast – above 100 beats per minute in adults – is called tachycardia and a heart rate that is too slow – below 60 beats per minute – is called bradycardia.,37,heart,1.25,medicine,long
"Hypertension Hypertension, also known as ""high blood pressure"", is a long term medical condition in which the blood pressure in the arteries is persistently elevated.",25,blood,0.8,medicine,medium
"Congenital heart defects are partly preventable through rubella vaccination, the adding of iodine to salt, and the adding of folic acid to certain food products.",25,heart,0.7,medicine,medium
"In addition to conducting traditional research in laboratory settings, neuroscientists have also been involved in the promotion of awareness and knowledge about the nervous system among the general public and government officials.",32,research,0.6,medicine,long
Other important 18th- and early 19th-century surgeons included Percival Pott (1713–1788) who described tuberculosis on the spine and first demonstrated that a cancer may be caused by an environmental carcinogen (he noticed a connection between chimney sweep's exposure to soot and their high incidence of scrotal cancer).,47,cancer,1.15,medicine,very_long
The drug must be found to be effective against the disease for which it is seeking approval (where 'effective' means only that the drug performed better than placebo or competitors in at least two trials).,35,drug,0.8,medicine,long
Signs and symptoms depend on the specific type of problem.,10,symptoms,0.9,medicine,short
"Ascertaining requirements as expressed by health professionals, the public and other stakeholders Identifying the most appropriate interventions Considering the effect on resources for proposed interventions and assessing their cost-effectiveness Supporting decision making in health care and planning health services including any necessary changes.",43,health,1.25,medicine,very_long
